ano_calendario,ppg_codigo,ppg_nome,ppg_nota,institution_id,ies_sigla,nome_docente,doutorado_ano,regime_trabalho,carga_horaria,link_do_lattes,author_id,bolsista_produtividade,extrato_bolsa_produtividade,doutorado_institution_id,doutorado_institution_name,doutorado_ppg_codigo,doutorado_supervisor_id,doutorado_supervisor_name
2022,32001010004P6,CC,7,I110200422,UFMG,MIRELLA MOURA MORO,2007,Integral,40,http://lattes.cnpq.br/6408321790990372,A5035882771,TRUE,PQ2,I103635307,University Of California Riverside,,A5000947547,Vassilis J. Tsotras
2022,32001010004P6,CC,7,I110200422,UFMG,MICHELE NOGUEIRA LIMA,2009,Integral,30,http://lattes.cnpq.br/7862253799240671,A5072201007,TRUE,PQ1D,I4210159731,Université Pierre et Marie Curie/Laboratoire d'Informatique de Paris 6,,A5012608822,Guy Pujolle
2022,32001010004P6,CC,7,I110200422,UFMG,MARTIN GOMEZ RAVETTI,2007,Integral,20,http://lattes.cnpq.br/3355559305779367,A5020539818,TRUE,PQ1B,I110200422,Universidade Federal de Minas Gerais,32001010004P6,A5045643526,Geraldo Robson Mateus
2022,32001010004P6,CC,7,I110200422,UFMG,MARIZA ANDRADE DA SILVA BIGONHA,1994,Integral,40,http://lattes.cnpq.br/6660127471891321,A5046095864,FALSE,,I2699952,Pontifícia Universidade Católica do Rio de Janeiro,31005012004P9,A5042189540,Jose Lucas Mourao Rangel Netto
2022,32001010004P6,CC,7,I110200422,UFMG,MARIO SERGIO FERREIRA ALVIM JUNIOR,2011,Dedicação Exclusiva,40,http://lattes.cnpq.br/1397639761790594,A5004181940,FALSE,,I142476485,Ecole Polytechnique,,A5090842450,Catuscia Palamidessi
2022,32001010004P6,CC,7,I110200422,UFMG,MARIO FERNANDO MONTENEGRO CAMPOS,2012,Integral,40,http://lattes.cnpq.br/5792248901353552,A5015111328,TRUE,PQ1B,I79576946,University of Pennsylvania,,A5055278920,Ruzena K Bajcsy
2022,32001010004P6,CC,7,I110200422,UFMG,MARCOS AUGUSTO MENEZES VIEIRA,2010,Integral,40,http://lattes.cnpq.br/9763065820419680,A5042319431,TRUE,PQ1D,I1174212,University of Southern California,,A5042326103,Ramesh Govindan
2022,32001010004P6,CC,7,I110200422,UFMG,MARCOS ANDRE GONCALVES,2004,Integral,40,http://lattes.cnpq.br/3457219624656691,A5046370637,TRUE,PQ1B,I859038795,Virginia Tech,,A5015257672,Edward A Fox
2022,32001010004P6,CC,7,I110200422,UFMG,MARCO TULIO DE OLIVEIRA VALENTE,2002,Integral,40,http://lattes.cnpq.br/2147157840592913,A5006043519,TRUE,PQ1D,I110200422,Universidade Federal de Minas Gerais,32001010004P6,A5081032442,Roberto da Silva Bigonha
2022,32001010004P6,CC,7,I110200422,UFMG,LUIZ FILIPE MENEZES VIEIRA,2009,Integral,40,http://lattes.cnpq.br/2591569074965536,A5015631367,TRUE,PQ1D,I161318765,Computer Science Department - UCLA,,A5059529956,Mario Gerla
2022,32001010004P6,CC,7,I110200422,UFMG,LUIZ CHAIMOWICZ,2017,Integral,40,http://lattes.cnpq.br/4499928813481251,A5073879771,TRUE,PQ2,I110200422,Universidade Federal de Minas Gerais,32001010004P6,A5015111328,Mário Fernando Montenegro Campos
2022,32001010004P6,CC,7,I110200422,UFMG,LOIC PASCAL GILLES CERF,2010,Integral,40,http://lattes.cnpq.br/1425457857618919,A5048343366,FALSE,,I48430043,Institut National des Sciences Appliquées de Lyon,,A5068797787,Jean-François Boulicaut
2022,32001010004P6,CC,7,I110200422,UFMG,LEONARDO BARBOSA E OLIVEIRA,2008,Integral,40,http://lattes.cnpq.br/2522777418118689,A5053400300,TRUE,PQ2,I181391015,Universidade Estadual de Campinas,33003017005P8,A5077598713,Ricardo Dahab
2022,32001010004P6,CC,7,I110200422,UFMG,JUSSARA MARQUES DE ALMEIDA GONCALVES,2003,Integral,40,http://lattes.cnpq.br/3286329883412205,A5084044470,TRUE,PQ1C,I135310074,University of Wisconsin - Madison,,A5043202395,Mary K Vernon
2022,32001010004P6,CC,7,I110200422,UFMG,JOSE MARCOS SILVA NOGUEIRA,1985,Integral,40,http://lattes.cnpq.br/7955837132687218,A5056749044,FALSE,,I181391015,Universidade Estadual de Campinas,33003017021P3,A5026269967,Manuel de Jesus Mendes
2022,32001010004P6,CC,7,I110200422,UFMG,JOAO GUILHERME MAIA DE MENEZES,2013,Dedicação Exclusiva,40,http://lattes.cnpq.br/8338908425321389,A5060613648,FALSE,,I110200422,Universidade Federal de Minas Gerais,32001010004P6,A5076640892,Antonio Alfredo Ferreira Loureiro
2022,32001010004P6,CC,7,I110200422,UFMG,JEFERSSON ALEX DOS SANTOS,2013,Dedicação Exclusiva,38,http://lattes.cnpq.br/2171782600728348,A5072908989,TRUE,PQ2,I181391015,Universidade Estadual de Campinas,33003017005P8,A5059853934,Ricardo da Silva Torres
2022,32001010004P6,CC,7,I110200422,UFMG,ITALO FERNANDO SCOTA CUNHA,2011,Integral,40,http://lattes.cnpq.br/7973706384467274,A5014926009,TRUE,PQ2,,Université Pierre et Marie Curie - Paris 6,,A5058425984,Renata Cruz Teixeira
2022,32001010004P6,CC,7,I110200422,UFMG,HEITOR SOARES RAMOS FILHO,2012,Dedicação Exclusiva,12,http://lattes.cnpq.br/4978869867640619,A5059021718,TRUE,PQ2,I110200422,Universidade Federal de Minas Gerais,32001010004P6,A5076640892,Antonio Alfredo Ferreira Loureiro
2022,32001010004P6,CC,7,I110200422,UFMG,HANIEL MOREIRA BARBOSA,2017,Integral,40,http://lattes.cnpq.br/6657126741011519,A5000310752,FALSE,,I90183372,Université de Lorraine,,A5060799584,Pascal Fontaine
2022,32001010004P6,CC,7,I110200422,UFMG,GISELE LOBO PAPPA,2007,Integral,30,http://lattes.cnpq.br/5936682335701497,A5009911024,TRUE,PQ1D,I20581793,University of Kent,,A5087201377,Alex Alves Freitas
2022,32001010004P6,CC,7,I110200422,UFMG,GILBERTO MEDEIROS RIBEIRO,1996,Dedicação Exclusiva,20,http://lattes.cnpq.br/1681880375960859,A5045217822,TRUE,PQ1B,I110200422,Universidade Federal de Minas Gerais,32001010002P3,A5091008901,Alfredo Gontijo de Oliveira
2022,32001010004P6,CC,7,I110200422,UFMG,GERALDO ROBSON MATEUS,1986,Integral,30,http://lattes.cnpq.br/6289602045034353,A5045643526,TRUE,PQ1A,I122140584,Universidade Federal do Rio de Janeiro,31001017004P3,A5079343866,CLÁUDIO THOMÁS BORNSTEIN
2022,32001010004P6,CC,7,I110200422,UFMG,GEORGE LUIZ MEDEIROS TEODORO,2010,Integral,30,http://lattes.cnpq.br/6732940162423405,A5076465098,TRUE,PQ2,I110200422,Universidade Federal de Minas Gerais,32001010004P6,A5018179311,Renato A. C. Ferreira
2022,32001010004P6,CC,7,I110200422,UFMG,GABRIEL DE MORAIS COUTINHO,2015,Dedicação Exclusiva,40,http://lattes.cnpq.br/0365200381215763,A5053384282,VERDADEIRO,PQ2,I151746483,University of Waterloo,,A5079662904,Chris Godsil
2022,32001010004P6,CC,7,I110200422,UFMG,FLAVIO VINICIUS DINIZ DE FIGUEIREDO,2015,Integral,40,http://lattes.cnpq.br/9481210393304645,A5065749624,FALSO,,I110200422,Universidade Federal de Minas Gerais,32001010004P6,A5084044470,Jussara Marques de Almeida
2022,32001010004P6,CC,7,I110200422,UFMG,FERNANDO MAGNO QUINTAO PEREIRA,2008,Integral,40,http://lattes.cnpq.br/4608001746330875,A5078149140,VERDADEIRO,PQ1D,I161318765,University of California Los Angeles,,A5011356414,Jens Palsberg
2022,32001010004P6,CC,7,I110200422,UFMG,FABRICIO MURAI FERREIRA,2016,Dedicação Exclusiva,40,http://lattes.cnpq.br/4002187845840872,A5021014847,FALSO,,I24603500,University of Massachusetts Amherst,,A5054495565,Donald F. Towsley
2022,32001010004P6,CC,7,I110200422,UFMG,FABRICIO BENEVENUTO DE SOUZA,2010,Integral,40,http://lattes.cnpq.br/7014991384513854,A5085054435,VERDADEIRO,PQ1D,I110200422,Universidade Federal de Minas Gerais,32001010004P6,A5058840149,Virgílio Augusto Fernandes Almeida
2022,32001010004P6,CC,7,I110200422,UFMG,ERICKSON RANGEL DO NASCIMENTO,2012,Dedicação Exclusiva,40,http://lattes.cnpq.br/6900352659470721,A5002613601,VERDADEIRO,PQ2,I110200422,Universidade Federal de Minas Gerais,32001010004P6,A5015111328,Mário Fernando Montenegro Campos
2022,32001010004P6,CC,7,I110200422,UFMG,EDUARDO MAGNO LAGES FIGUEIREDO,2009,Integral,40,http://lattes.cnpq.br/1265706528850746,A5034625297,VERDADEIRO,PQ2,I67415387,Lancaster University,,A5028391851 / A5007792821,Jon Whittle e Alessandro Garcia
2022,32001010004P6,CC,7,I110200422,UFMG,DOUGLAS GUIMARAES MACHARET,2013,Integral,40,http://lattes.cnpq.br/7640548709008824,A5074933369,VERDADEIRO,PQ2,I110200422,Universidade Federal de Minas Gerais,32001010004P6,A5015111328,Mario Fernando Montenegro Campos
2022,32001010004P6,CC,7,I110200422,UFMG,DORGIVAL OLAVO GUEDES NETO,1999,Integral,40,http://lattes.cnpq.br/3551809247862378,A5036544899,VERDADEIRO,PQ2,I138006243,"University of Arizona, Tucson",,A5002436680,Larry L Peterson
2022,32001010004P6,CC,7,I110200422,UFMG,DANIEL FERNANDES MACEDO,2006,Dedicação Exclusiva,40,http://lattes.cnpq.br/8758395845049687,A5052456714,VERDADEIRO,PQ2,,Université Pierre et Marie Curie,,A5012608822,Guy Pujolle
2022,32001010004P6,CC,7,I110200422,UFMG,CRISTIANO ARBEX VALLE,2014,Dedicação Exclusiva,40,http://lattes.cnpq.br/0174881389877841,A5022387438,FALSO,,I59433898,Brunel University London,,A5079112547,John E Beasley
2022,32001010004P6,CC,7,I110200422,UFMG,CLODOVEU AUGUSTO DAVIS JUNIOR,2000,Integral,40,http://lattes.cnpq.br/0471595469074043,A5045834209,VERDADEIRO,PQ2,I110200422,Universidade Federal de Minas Gerais,,A5045978751,Alberto Henrique Frade Laender
2022,32001010004P6,CC,7,I110200422,UFMG,BERTHIER RIBEIRO DE ARAUJO NETO,1986,Integral,40,http://lattes.cnpq.br/5461069167314414,A5000711377,FALSO,,I161318765,University Of California At Los Angeles,,,.
2022,32001010004P6,CC,7,I110200422,UFMG,ARNALDO DE ALBUQUERQUE ARAUJO,1987,Integral,40,http://lattes.cnpq.br/3059520185406581,A5042861247,FALSO,,I169045520,Universidade Federal da Paraíba,24009016003P8,,João Marques de Carvalho
2022,32001010004P6,CC,7,I110200422,UFMG,ANTONIO ALFREDO FERREIRA LOUREIRO,1995,Integral,40,http://lattes.cnpq.br/8886634592087842,A5076640892,VERDADEIRO,PQ1A,I141945490,University of British Columbia,,A5086514597 / A5001889625,Samuel T Chanson & Son T. Vuong
2022,32001010004P6,CC,7,I110200422,UFMG,ANISIO MENDES LACERDA,2013,Dedicação Exclusiva,40,http://lattes.cnpq.br/2034607422210997,A5018396266,VERDADEIRO,PQ2,I110200422,Universidade Federal de Minas Gerais,32001010004P6,A5067195269,Nivio Ziviani
2022,32001010004P6,CC,7,I110200422,UFMG,ANDRE CAVALCANTE HORA,2014,Dedicação Exclusiva,28,http://lattes.cnpq.br/4957418183504876,A5044506720,VERDADEIRO,PQ2,I4387154192,Université Lille 1 - Sciences et Technologies,,A5031290426,Stéphane Ducasse
2022,32001010004P6,CC,7,I110200422,UFMG,ANA PAULA COUTO DA SILVA,2006,Integral,30,http://lattes.cnpq.br/2408991231058279,A5037898474,VERDADEIRO,PQ2,I122140584,Universidade Federal do Rio de Janeiro,31001017004P3,A5014243558 / A5090397663,Rosa Maria Meri Leão \ Edmundo A. de Souza e Silva
2022,32001010004P6,CC,7,I110200422,UFMG,ALEXANDRE SALLES DA CUNHA,2006,Integral,40,http://lattes.cnpq.br/8027605553403181,A5014333403,VERDADEIRO,PQ2,I122140584,Universidade Federal do Rio de Janeiro,31001017004P3,A5013552701,Abilio de Pereira Lucena Filho
2022,32001010004P6,CC,7,I110200422,UFMG,ALDRI LUIZ DOS SANTOS,2004,Integral,30,http://lattes.cnpq.br/0957641516282703,A5087423805,VERDADEIRO,PQ2,I110200422,Universidade Federal de Minas Gerais,32001010004P6,A5052547062,Elias Procópio Duarte Jr.
2022,32001010004P6,CC,7,I110200422,UFMG,ALBERTO HENRIQUE FRADE LAENDER,1984,Integral,40,http://lattes.cnpq.br/9089204821424223,A5045978751,VERDADEIRO,PQ1A,I1118541,University of East Anglia,,A5034639729,Peter M. Stocker
2022,32001010004P6,CC,7,I110200422,UFMG,ADRIANO CESAR MACHADO PEREIRA,2007,Integral,14,http://lattes.cnpq.br/6813736989856243,A5045607351,VERDADEIRO,DT2,I110200422,Universidade Federal de Minas Gerais,32001010004P6,A5063198522,Wagner Meira Junior
2022,32001010004P6,CC,7,I110200422,UFMG,ADRIANO ALONSO VELOSO,2009,Integral,40,http://lattes.cnpq.br/9973021912226739,A5086714399,VERDADEIRO,PQ2,I110200422,Universidade Federal de Minas Gerais,32001010004P6,A5063198522,Wagner Meira Jr
2022,31005012004P9,I,7,I2699952,PUC-RIO,WALDEMAR CELES FILHO,1995,Integral,40,http://lattes.cnpq.br/6533801740375459,A5056840424,VERDADEIRO,PQ2,I2699952,Departamento de Informática,31005012004P9,A5026106169,Marcelo Gattass
2022,31005012004P9,I,7,I2699952,PUC-RIO,THIBAUT VICTOR GASTON VIDAL,2012,Integral,40,http://lattes.cnpq.br/1821402316308818,A5009386864,FALSO,,I45683168,Université de Montreal,,A5034438662,Michel Gendreau
2022,31005012004P9,I,7,I2699952,PUC-RIO,SIMONE DINIZ JUNQUEIRA BARBOSA,1999,Integral,40,http://lattes.cnpq.br/9222024053983021,A5027812149,VERDADEIRO,PQ1D,I2699952,Pontifícia Universidade Católica do Rio de Janeiro,31005012004P9,A5034425412,Clarisse Sieckenius de Souza
2022,31005012004P9,I,7,I2699952,PUC-RIO,SERGIO LIFSCHITZ,1994,Integral,40,http://lattes.cnpq.br/8164403687403639,A5085416987,VERDADEIRO,DT2,I12356871,Ecole Nationale Superieure des Telecommunications,,A5075614234,Jean-Pierre Cheiney
2022,31005012004P9,I,7,I2699952,PUC-RIO,SERGIO COLCHER,1999,Integral,40,http://lattes.cnpq.br/1104157433492666,A5047247399,FALSO,,I2699952,Pontifícia Universidade Católica do Rio de Janeiro,31005012004P9,A5053721697,Luiz Fernando Gomes Soares
2022,31005012004P9,I,7,I2699952,PUC-RIO,ROBERTO IERUSALIMSCHY,1990,Integral,40,http://lattes.cnpq.br/0427692772445368,A5059175907,VERDADEIRO,DT2,I2699952,Pontifícia Universidade Católica do Rio de Janeiro,31005012004P9,A5021306015,Carlos José Pereira de Lucena
2022,31005012004P9,I,7,I2699952,PUC-RIO,MARKUS ENDLER,1992,Integral,40,http://lattes.cnpq.br/6505039023842313,A5065765043,VERDADEIRO,DT2,I4577782,Technische Universitat Berlim,,A5076957299,Stefan Jaehnichen
2022,31005012004P9,I,7,I2699952,PUC-RIO,MARCUS VINICIUS SOLEDADE POGGI DE ARAGAO,1993,Dedicação Exclusiva,40,http://lattes.cnpq.br/0833253899619895,A5010337015,VERDADEIRO,PQ1D,I45683168,Ecole Polytechnique de Montreal,,A5048080334,Brigitte Jaumard
2022,31005012004P9,I,7,I2699952,PUC-RIO,MARCOS KALINOWSKI,2011,Integral,40,http://lattes.cnpq.br/1095304607841635,A5030809276,VERDADEIRO,PQ2,I122140584,Universidade Federal do Rio de Janeiro,31001017004P3,A5042909836,Guilherme Horta Travassos
2022,31005012004P9,I,7,I2699952,PUC-RIO,MARCO SERPA MOLINARO,2013,Integral,40,http://lattes.cnpq.br/1656881663114095,A5091196390,VERDADEIRO,PQ2,I74973139,Carnegie Mellon University,,A5014470090,Gerard Cornuejols
2022,31005012004P9,I,7,I2699952,PUC-RIO,MARCO ANTONIO CASANOVA,1979,Dedicação Exclusiva,40,http://lattes.cnpq.br/0400232298849115,A5077506036,VERDADEIRO,PQ1B,I136199984,Harvard University,,A5057133004,Philip Bernstein
2022,31005012004P9,I,7,I2699952,PUC-RIO,MARCELO GATTASS,1982,Integral,40,http://lattes.cnpq.br/7454736736043931,A5026106169,VERDADEIRO,PQSR,I205783295,Cornell University,,A5063215005,JOHN F ABEL
2022,31005012004P9,I,7,I2699952,PUC-RIO,JULIANA ALVES PEREIRA,2018,Integral,40,http://lattes.cnpq.br/3894389473532167,A5051931293,FALSO,,I95793202,Otto-von-Guericke-Universität Magdeburg,,A5042946019,Gunter Saake
2022,31005012004P9,I,7,I2699952,PUC-RIO,HELIO CORTES VIEIRA LOPES,1996,Integral,40,http://lattes.cnpq.br/9199970180870105,A5000881869,VERDADEIRO,PQ1D,I2699952,Pontifícia Universidade Católica do Rio de Janeiro,31005012003P2,A5089819611,PROF. DR. GEOVAN TAVARES DOS SANTOS
2022,31005012004P9,I,7,I2699952,PUC-RIO,EDWARD HERMANN HAEUSLER,1990,Integral,40,http://lattes.cnpq.br/6075905438020841,A5091129860,FALSO,,I2699952,Pontifícia Universidade Católica do Rio de Janeiro,31005012004P9,A5033048195,Tarcísio Haroldo Cavalcanti Pequeno
2022,31005012004P9,I,7,I2699952,PUC-RIO,EDUARDO SANY LABER,2000,Integral,40,http://lattes.cnpq.br/6039007393332552,A5073527139,VERDADEIRO,PQ1D,I2699952,Pontifícia Universidade Católica do Rio de Janeiro,31005012004P9,A5084466158,Ruy Luiz Milidiu
2022,31005012004P9,I,7,I2699952,PUC-RIO,CARLOS JOSE PEREIRA DE LUCENA,1993,Integral,40,http://lattes.cnpq.br/2491891766759477,A5021306015,VERDADEIRO,PQ1A,I161318765,University Of California At Los Angeles,,A5078014737,Prof Gerald Estrin
2022,31005012004P9,I,7,I2699952,PUC-RIO,BRUNO FEIJO,1988,Integral,40,http://lattes.cnpq.br/8249534204731109,A5031607530,FALSO,,I124357947,University of London,,A5049838912,Patrick J Dowling
2022,31005012004P9,I,7,I2699952,PUC-RIO,ALESSANDRO FABRICIO GARCIA,2015,Dedicação Exclusiva,40,http://lattes.cnpq.br/0807511237795775,A5007792821,VERDADEIRO,PQ1B,I2699952,Pontifícia Universidade Católica do Rio de Janeiro,31005012004P9,A5021306015,Carlos José Pereira de Lucena
2022,31005012004P9,I,7,I2699952,PUC-RIO,ALBERTO BARBOSA RAPOSO,2000,Integral,40,http://lattes.cnpq.br/4394162331037750,A5044305127,VERDADEIRO,DT1D,I181391015,Universidade Estadual de Campinas,33003017021P3,A5017545762,Léo Pini Magalhães
2022,31001017004P3,ESC,7,I122140584,UFRJ,VALMIR CARNEIRO BARBOSA,1986,Integral,40,http://lattes.cnpq.br/4602221579308599,A5080706511,VERDADEIRO,PQ1A,I161318765,"University of California, Los Angeles",,A5031972040,Eli Gafni
2022,31001017004P3,ESC,7,I122140584,UFRJ,TOACY CAVALCANTE DE OLIVEIRA,2001,Integral,40,http://lattes.cnpq.br/5171924915397166,A5049248004,FALSO,,I2699952,Pontifícia Universidade Católica do Rio de Janeiro,31005012004P9,A5021306015,Carlos Jesé Pereira de Lucena
2022,31001017004P3,ESC,7,I122140584,UFRJ,SULAMITA KLEIN,2012,Integral,40,http://lattes.cnpq.br/5370222318394867,A5064303324,VERDADEIRO,PQ1B,I122140584,Universidade Federal do Rio de Janeiro,31001017004P3,A5004984970,Jayme Luiz Szwarcfiter
2022,31001017004P3,ESC,7,I122140584,UFRJ,RUBEM PINTO MONDAINI,1984,Integral,40,http://lattes.cnpq.br/9046854525436944,A5064696159,FALSO,,I4210125245,Centro Brasileiro de Pesquisas Físicas,,A5064696159,Auto-orientação
2022,31001017004P3,ESC,7,I122140584,UFRJ,ROSA MARIA MERI LEAO,1994,Integral,40,http://lattes.cnpq.br/3553487130003978,A5014243558,FALSO,,I134560555,Université Toulouse III Paul Sabatier,,,Guy Juanolle
2022,31001017004P3,ESC,7,I122140584,UFRJ,RICARDO CORDEIRO DE FARIAS,2013,Integral,40,http://lattes.cnpq.br/9063837162469343,A5033746194,FALSO,,I4864440,State University Of New York At Stony Brook,,A5015247956,Joseph S B. Mitchell
2022,31001017004P3,ESC,7,I122140584,UFRJ,PRISCILA MACHADO VIEIRA LIMA,2000,Integral,20,http://lattes.cnpq.br/2704717555047499,A5058318838,FALSO,,I47508984,Imperial College London,,,Keith Louis Clark
2022,31001017004P3,ESC,7,I122140584,UFRJ,MARTA LIMA DE QUEIROS MATTOSO,1993,Dedicação Exclusiva,40,http://lattes.cnpq.br/1420784392366957,A5077131228,TRUE,PQ1B,I122140584,Universidade Federal do Rio de Janeiro,31001017004P3,A5067031228,Jano Moreira de Souza
2022,31001017004P3,ESC,7,I122140584,UFRJ,MARCIA ROSANA CERIOLI,1999,Integral,30,http://lattes.cnpq.br/0211300683784278,A5035781389,FALSE,,I122140584,Universidade Federal do Rio de Janeiro,31001017004P3,A5004984970,Jayme Luiz Szwarcfiter
2022,31001017004P3,ESC,7,I122140584,UFRJ,MARCIA HELENA COSTA FAMPA,1996,Integral,40,http://lattes.cnpq.br/0523104569378276,A5026754999,TRUE,PQ2,I122140584,Universidade Federal do Rio de Janeiro,31001017004P3,A5084954136,Clóvis C Gonzaga
2022,31001017004P3,ESC,7,I122140584,UFRJ,LUIS FELIPE MAGALHAES DE MORAES,2012,Integral,40,http://lattes.cnpq.br/3300753172279436,A5056015440,FALSE,,I161318765,University of California at Los Angeles,,A5074882369,Izhak Rubin
2022,31001017004P3,ESC,7,I122140584,UFRJ,LUIDI GELABERT SIMONETTI,2008,Dedicação Exclusiva,40,http://lattes.cnpq.br/9521646119786469,A5091887801,TRUE,PQ2,I122140584,Universidade Federal do Rio de Janeiro,31001017004P3,A5036477944,Nelson maculan filho
2022,31001017004P3,ESC,7,I122140584,UFRJ,LAURA SILVIA BAHIENSE DA SILVA LEITE,2000,Integral,20,http://lattes.cnpq.br/2291334095539768,A5001777222,TRUE,PQ2,I122140584,Universidade Federal do Rio de Janeiro,31001017004P3, A5036477944 e A5076877502,Nelson Maculan Filho e Francisco Barahona
2022,31001017004P3,ESC,7,I122140584,UFRJ,JOSE FERREIRA DE REZENDE,1996,Integral,38,http://lattes.cnpq.br/8588117212005149,A5082156730,TRUE,PQ1D,I39804081,Universite Pierre et Marie Curie,,A5063969782,Serge Fdida
2022,31001017004P3,ESC,7,I122140584,UFRJ,JANO MOREIRA DE SOUZA,1986,Integral,40,http://lattes.cnpq.br/8130520066599912,A5067031228,FALSE,,I1118541,University of East Anglia,,A5034639729,Peter Stocker
2022,31001017004P3,ESC,7,I122140584,UFRJ,HENRIQUE LUIZ CUKIERMAN,2001,Integral,30,http://lattes.cnpq.br/5815607228657970,A5079462879,FALSE,,I122140584,Universidade Federal do Rio de Janeiro,,A5021340723,IVAN DA COSTA MARQUES
2022,31001017004P3,ESC,7,I122140584,UFRJ,GUILHERME HORTA TRAVASSOS,1994,Integral,40,http://lattes.cnpq.br/7541486051032916,A5042909836,TRUE,PQ1C,I122140584,Universidade Federal do Rio de Janeiro,31001017004P3,A5073326719,ANA REGINA CAVALCANTI DA ROCHA
2022,31001017004P3,ESC,7,I122140584,UFRJ,GERSON ZAVERUCHA,1990,Integral,40,http://lattes.cnpq.br/5117568495536090,A5012291023,TRUE,PQ1D,I47508984,Imperial College Of Science Technology And Medicine,,A5060284292,DOV M. GABBAY
2022,31001017004P3,ESC,7,I122140584,UFRJ,GERALDO ZIMBRAO DA SILVA,1999,Integral,40,http://lattes.cnpq.br/3937502490683382,A5065879917,FALSE,,I122140584,Universidade Federal do Rio de Janeiro,31001017004P3,A5067031228,Jano Moreira de Souza
2022,31001017004P3,ESC,7,I122140584,UFRJ,GERALDO BONORINO XEXEO,1994,Integral,40,http://lattes.cnpq.br/4783565791787812,A5074689274,FALSE,,I122140584,Instituto Alberto Luiz Coimbra de Pós Graduação e Pesquisa de Engenharia,31001017004P3,A5067031228,Jano Moreira de Souza
2022,31001017004P3,ESC,7,I122140584,UFRJ,FRANKLIN DE LIMA MARQUEZINO,2010,Dedicação Exclusiva,40,http://lattes.cnpq.br/5727472788265998,A5066767589,FALSE,,I4210142352,Laboratório Nacional de Computação Cientí­fica,31036015001P1,A5008778719,Renato Portugal
2022,31001017004P3,ESC,7,I122140584,UFRJ,FABIO HAPP BOTLER,2016,Dedicação Exclusiva,40,http://lattes.cnpq.br/8154171198308578,A5022434209,TRUE,PQ2,I17974374,Universidade de São Paulo,,A5054139790,Yoshiko Wakabayashi
2022,31001017004P3,ESC,7,I122140584,UFRJ,EDMUNDO ALBUQUERQUE DE SOUZA E SILVA,2018,Integral,40,http://lattes.cnpq.br/9358511568098561,A5010401729,TRUE,PQ1A,I161318765,University Of California Los Angeles,,A5045429866,RICHARD R. MUNTZ
2022,31001017004P3,ESC,7,I122140584,UFRJ,DIEGO LEONEL CADETTE DUTRA,2015,Integral,40,http://lattes.cnpq.br/7816511618426042,A5082406914,FALSE,,I122140584,Universidade Federal do Rio de Janeiro,,A5022962043,Claudio Luis de Amorim
2022,31001017004P3,ESC,7,I122140584,UFRJ,DANIEL RATTON FIGUEIREDO,2005,Integral,40,http://lattes.cnpq.br/3621433615334969,A5082628103,TRUE,PQ2,I24603500,"University of Massachussets, Amherst",,A5036683370,Don Towsley
2022,31001017004P3,ESC,7,I122140584,UFRJ,CLAUDIO MICELI DE FARIAS,2014,Integral,20,http://lattes.cnpq.br/6243465206463403,A5084620248,FALSE,,I122140584,Universidade Federal do Rio de Janeiro,,A5037949018,Luci Pirmez
2022,31001017004P3,ESC,7,I122140584,UFRJ,CLAUDIO LUIS DE AMORIM,1984,Integral,40,http://lattes.cnpq.br/9770406908381251,A5022962043,FALSE,,I45129253,Imperial College Of Science And Technology,,A5065775873,David Howarth
2022,31001017004P3,ESC,7,I122140584,UFRJ,CLAUDIO ESPERANCA,1995,Integral,30,http://lattes.cnpq.br/9237788190989316,A5067239900,FALSE,,I1317227900,University System of Maryland,,A5087437068,HANAN SAMET
2022,31001017004P3,ESC,7,I122140584,UFRJ,CLAUDIA MARIA LIMA WERNER,2016,Integral,40,http://lattes.cnpq.br/9719247117370600,A5015068551,TRUE,PQ1D,I122140584,Universidade Federal do Rio de Janeiro,31001017004P3,A5067031228,JANO MOREIRA DE SOUZA
2022,31001017004P3,ESC,7,I122140584,UFRJ,CELINA MIRAGLIA HERRERA DE FIGUEIREDO,1991,Integral,40,http://lattes.cnpq.br/3957046121364560,A5032868379,TRUE,PQ1A,I122140584,Universidade Federal do Rio de Janeiro,31001017004P3,A5004984970,JAYME LUIZ SZWARCFITER
2022,31001017004P3,ESC,7,I122140584,UFRJ,CARLOS EDUARDO PEDREIRA,1987,Dedicação Exclusiva,40,http://lattes.cnpq.br/2718664296804955,A5029900948,TRUE,PQ1B,I47508984,"Imperial College of Science, Technology and Medicine - Univ. de Londres",,,RICHARD BERNARD VINTER
2022,31001017004P3,ESC,7,I122140584,UFRJ,ALEXANDRE DE ASSIS BENTO LIMA,2004,Integral,40,http://lattes.cnpq.br/6383271274098914,A5058137654,FALSE,,I122140584,Universidade Federal do Rio de Janeiro,31001017004P3,A5077131228,Marta Lima de Queirós Mattoso
2022,31001017004P3,ESC,7,I122140584,UFRJ,ABILIO PEREIRA DE LUCENA FILHO,1986,Integral,40,http://lattes.cnpq.br/0907883161698484,A5061369498,VERDADEIRO,PQ2,I47508984,Imperial Colege Of Science Technology And Medicine,,A5072439243,Nicos Christofides
2022,25001019004P6,CC,7,I25112270,UFPE,VINICIUS CARDOSO GARCIA,2015,Dedicação Exclusiva,20,http://lattes.cnpq.br/6613487636748832,A5086393146,FALSO,,I25112270,Universidade Federal de Pernambuco,25001019004P6,A5003805293,Silvio Romero de Lemos Meira
